job_title,company_name,location,summary,salary,clean_address,commute,distance_km
"Associate Director, OOH",Starcom,"Los Angeles, CA","If you’re an ambitious goal-setter who’s obsessed with the art and science of data, technology and innovation, we want you!...",Nothing_found,"Starcom Los Angeles, CA",,
"Director, Study Clinician (Non-MD) Oncology",Pfizer,"Los Angeles, CA",Degree in Life Sciences preferred. The specific components of safety data review are detailed in the Safety Data Review Guide – for Clinicians and SAF09 SOP...,Nothing_found,"Pfizer Los Angeles, CA",,
"Director, Evaluation and Museum Impact",L.A. COUNTY MUSEUM NH,"Los Angeles, CA","PhD in Science Education, Applied Psychology, Learning Sciences (or related field) is highly desirable. A working knowledge of social science and data analysis...",Nothing_found,"L.A. COUNTY MUSEUM NH Los Angeles, CA",,
Principal Data Analyst,UCLA HEALTH,"Los Angeles, CA","Have experience in Clinical Data Analytics and Quality Measures. BS degree in computer science, mathematics, finance, statistics, Business, or related field....",Nothing_found,"UCLA HEALTH Los Angeles, CA",,
Network Lead,Deluxe Entertainment,"Burbank, CA","Candidates who have experience building and closing sites and all the details involved in that – network operations, data centers, etc....",Nothing_found,"Deluxe Entertainment Burbank, CA",,
"Predictive Analytics Instructor, UCLA Extension",UCLA Extension,"Los Angeles, CA","Cybersecurity, data science, and applications programming subject areas. You will learn tools and acquire skills for data definition, extraction, transformation...",Nothing_found,"UCLA Extension Los Angeles, CA",,
"Associate Director, Knowledge Management",Childrens Hospital Los Angeles,"Los Angeles, CA","Bachelor's degree from an accredited university in Computer Sciences, Business or combination of experience and study is desirable (MBA preferred)....",Nothing_found,"Childrens Hospital Los Angeles Los Angeles, CA",,
Field Reimbursement Director,Syneos Health Commerical Solutions,"Los Angeles, CA","Teaming with some of the most talented professionals in the industry, you'll gain exposure and work in a dynamic environment where you'll be supported with...",Nothing_found,"Syneos Health Commerical Solutions Los Angeles, CA",,
"Manager or Director, Finance Integration",CIM Group,"Los Angeles, CA","Lead M&A integration for corporate, fund, and asset-level transactions to sync up acquiree financial data with CIM Group data standards....",Nothing_found,"CIM Group Los Angeles, CA",,
"Vice President, Enterprise Architecture",Beachbody,"Santa Monica, CA 90404","Success driving Data, Security and Application Development standards across organizations. Bachelor’s degree in Information Technology, Computer Science,...",Nothing_found,"Beachbody Santa Monica, CA 90404",,
High School Science Teacher,Collegiate Charter High School of Los Angeles,"Los Angeles, CA 90063",Collegiate is looking for a passionate and dedicated Science Teacher to join our growing team. _Valid single-subject California teaching credential in lab...,Nothing_found,"Collegiate Charter High School of Los Angeles Los Angeles, CA 90063",,
Research Project Mgr,CEDARS-SINAI,"Los Angeles, CA","BA/BS degree in life sciences required. The Coordinator is responsible for project management, data analysis, reporting and program development to ensure the...",Nothing_found,"CEDARS-SINAI Los Angeles, CA",,
"Manager, Pricing Strategy & Ops","TrueCar, Inc.","Santa Monica, CA","Major in other quantitative fields (math, science, finance/accounting) preferred. Advanced skills for utilizing Excel, analyzing data and creating financial or...",Nothing_found,"TrueCar, Inc. Santa Monica, CA",,
Mental Health Therapist,Para Los Ninos,"Hollywood, CA",Enters information into the ChildPlus data system. Current Registration with Board of Behavior Sciences (BBS) or California Board of Psychology (BOP)....,Nothing_found,"Para Los Ninos Hollywood, CA",,
"Google Android Development Instructor, UCLA Extension",UCLA Extension,"Los Angeles, CA","Cybersecurity, data science, and applications programming subject areas. Students will build Android applications, learning how to create user interfaces,...",Nothing_found,"UCLA Extension Los Angeles, CA",,
"Vice President, Environmental Health and Safety",Paramount Pictures,"Hollywood, CA",MS Degree in Environmental Sciences or related Field. Coordinate internal monitoring resources and data for annual City of Los Angeles Department of Building &...,Nothing_found,"Paramount Pictures Hollywood, CA",,
Global Trade – Authorization Owner,Raytheon,"El Segundo, CA","Bachelor’s Degree in business, international relations, political science or related field. Identifies and documents approved transfer mechanisms and ensures...",Nothing_found,"Raytheon El Segundo, CA",,
Sr. Director of Patient Recruitment,Science 37,"Playa Vista, CA",Science 37 is accelerating the research and development of breakthrough biomedical treatments by bringing clinical trials to patients' homes....,Nothing_found,"Science 37 Playa Vista, CA",,
Physican Assistant Program Director,Southern California University of Health Sciences,"Whittier, CA",Collects and researches data; Uses intuition and experience to complement data; Southern California University of Health Sciences are responsible for the...,Nothing_found,"Southern California University of Health Sciences Whittier, CA",,
Brand Director,Soylent,"Los Angeles, CA",Strong analytical skills and the ability to tell stories from data. Ability to sift through large amounts of data and determine the key pieces to help make a...,Nothing_found,"Soylent Los Angeles, CA",,
"Director of Curatorial Affairs, GRAMMY Museum",The Recording Academy,"Los Angeles, CA 90015","Museum Studies, Museum Science, History, Material Culture or related field. Exceptional skills in effectively organizing, diplomatically controlling, and...",Nothing_found,"The Recording Academy Los Angeles, CA 90015",,
"Associate Director, Activation",Starcom,"Los Angeles, CA","If you’re an ambitious goal-setter who’s obsessed with the art and science of data, technology and innovation, we want you! Who is Starcom:....",Nothing_found,"Starcom Los Angeles, CA",,
"ASSOCIATE DEAN, MIKE CURB COLLEGE OF ARTS, MEDIA, AND COMMUNICAT (7199)",California State University,"Northridge, CA","Demonstrated ability to gather, analyze, and use data in decision-making processes and ability to clearly explain the use of data in these processes;...",Nothing_found,"California State University Northridge, CA",,
Assistant Director of Development (Performing Arts) (7265),California State University,"Northridge, CA",Refines the process as needed to ensure proper data management procedures are maintained; The journal Nature recently named CSUN a Rising Star for scientific...,Nothing_found,"California State University Northridge, CA",,
Assistant Technical Director - Electrics/Deck (JID 7175) (7175),California State University,"Northridge, CA","Maintains lighting data networks and troubleshoots equipment and cable issues. The journal Nature recently named CSUN a Rising Star for scientific research, and...",Nothing_found,"California State University Northridge, CA",,
"Director, Production - Men's Fashion",LUCKY BRAND,"Los Angeles, CA","Demonstrated ability to use data for decision-making and strategizing. Bachelor's degree in related industry--Textile Science, Fashion Design, Global Sourcing,...",Nothing_found,"LUCKY BRAND Los Angeles, CA",,
"Director, Business Intel",Twentieth Century Fox,"Los Angeles, CA",BA/BS degree (MS or PhD preferred) in Statistics or Data Science. Work with multiple data sets:. Produce digital KPI & business status dashboards and reporting...,Nothing_found,"Twentieth Century Fox Los Angeles, CA",,
VP of Marketing,Omaze,"Los Angeles, CA",Analytically driven - excited to develop our data-driven marketing team and partner with our data science team to unlock additional impact....,Nothing_found,"Omaze Los Angeles, CA",,
Manager - School & Teacher Programs,L.A. COUNTY MUSEUM NH,"Los Angeles, CA","Background in biology, cultural studies, science, history/anthropology and/or related field. Support fundraising efforts through school and teacher program data...",Nothing_found,"L.A. COUNTY MUSEUM NH Los Angeles, CA",,
VP - Technology Audit,Green Dot,"Pasadena, CA 91107","BS in Business, Computer Science, Information Technology, or other related fields. Knowledge of networks, data security, business processes, complex systems,...",Nothing_found,"Green Dot Pasadena, CA 91107",,
Machine Learning Using R Instructor,UCLA Extension,"Los Angeles, CA","Course disciplines cybersecurity, data science and applications programming subject areas. This field is made possible due to the rapid and simultaneous...",Nothing_found,"UCLA Extension Los Angeles, CA",,
Fundamentals of Cybersecurity Instructor,UCLA Extension,"Los Angeles, CA","Course disciplines cybersecurity, data science and applications programming subject areas. Minimum BS degree in computer science, information technology or...",Nothing_found,"UCLA Extension Los Angeles, CA",,
PSH Program Director,The People Concern,"Los Angeles, CA","Generate monthly list of clients that need HMIS or CHAMP data corrections. Licensed 2 years, and in good standing with the California Board of Behavioral...",Nothing_found,"The People Concern Los Angeles, CA",,
School Data Analyst,Charter Impact,"Encino, CA","Expand automation of systems to improve overall system stability, improve data collection/linkages across multiple data systems....",Nothing_found,"Charter Impact Encino, CA",,
"Director of Admissions- KP School of Medicine- Pasadena, CA",Kaiser Permanente,"Pasadena, CA","Master's degree or equivalent in education, administration, business, social sciences, human resources, marketing or related field....",Nothing_found,"Kaiser Permanente Pasadena, CA",,
Housing For Health Clinical Program Manager,"Downtown Women's Center, Inc.","Los Angeles, CA","Licensed by the Board of Behavioral Sciences, preferred. Collect and report program data, including but not limited to HMIS reporting....",Nothing_found,"Downtown Women's Center, Inc. Los Angeles, CA",,
Cybersecurity Regulatory Compliance Instructor,UCLA Extension,"Los Angeles, CA","Course disciplines cybersecurity, data science and applications programming subject areas. Minimum BS degree in computer science, information technology or...",Nothing_found,"UCLA Extension Los Angeles, CA",,
Director of Permanent Supportive Housing,"Downtown Women's Center, Inc.","Los Angeles, CA","In good standing with the Board of Behavioral Sciences required. Two years post licensure, with the ability to sign Board of Behavioral Sciences hours required....",Nothing_found,"Downtown Women's Center, Inc. Los Angeles, CA",,
"Digital Channels Technology Development, Managing Director",MUFG,"Los Angeles, CA","Approves final packages to ensure systems adhere to corporate policies, practices and data standards. At least 10+ years direct experience in managing staff or...",Nothing_found,"MUFG Los Angeles, CA",,
Cybersecurity Risk Management Instructor,UCLA Extension,"Los Angeles, CA","Course disciplines cybersecurity, data science and applications programming subject areas. Minimum BS degree in computer science, information technology or...",Nothing_found,"UCLA Extension Los Angeles, CA",,
Director of Engineering - E-Commerce,FabFitFun,"Los Angeles, CA",Bachelor’s degree or higher in Computer Science. This role interacts heavily with Quality Assurance and Data Engineering to provide a truly personalized...,Nothing_found,"FabFitFun Los Angeles, CA",,
Associate Research Administrator,USC,"Los Angeles, CA","Gather data necessary to submit proposals, including budget preparation, in accordance with the agency and university guidelines....",Nothing_found,"USC Los Angeles, CA",,
"RESEARCH ANALYST III, BEHAVIORAL SCIENCES",Los Angeles County Human Resources,"Los Angeles County, CA","Strong data, mathematical and statistical measurement, collection, and analysis experience. Compile and analyze relevant administrative and survey data to...",Nothing_found,"Los Angeles County Human Resources Los Angeles County, CA",,
"Manager, Disability and Leave Administration",California Institute of Technology,"Pasadena, CA 91125","Collect data specific to disability, leave of absence, Workers' Compensation, and return to work processes. Caltech is a world-renowned science and engineering...",Nothing_found,"California Institute of Technology Pasadena, CA 91125",,
Technical Delivery Manager,Appian,"Los Angeles, CA","You have prior experience with software consulting, (ideally in a ERP, CRM, BPM/Workflow, Data Integration Architecture or EAI)....",Nothing_found,"Appian Los Angeles, CA",,
Analytics Director,EXPERIAN,"Costa Mesa, CA","Minimum of 10 years of data analysis experience including data manipulation experience Advanced degree, preferably in Statistics, Mathematics, Computer Science,...",Nothing_found,"EXPERIAN Costa Mesa, CA",,
Director of Analytics,MeUndies,"Culver City, CA","Prioritize data integrity:. We want to make data awesome, and we’re hiring a Director of Analytics to help us do that!...",Nothing_found,"MeUndies Culver City, CA",,
Director of International Technology,Taco Bell,"Irvine, CA","BA/BS degree, ideally in Computer Science or equivalent. Able to architect solutions (high-level) while incorporating a strong grasp of Enterprise-Level Data...",Nothing_found,"Taco Bell Irvine, CA",,
Director of Healthcare Economics & Analytics,Landmark Health,"Huntington Beach, CA 92615",Overview Director of Healthcare Economics & Analytics. Minimum of 5 years of experience using advanced statistical or actuarial methods to evaluate healthcare...,Nothing_found,"Landmark Health Huntington Beach, CA 92615",,
Director of Quality & Analytics,MedMen,"Culver City, CA","We are looking for a Director of Quality & Analytics! Bachelor’s degree in related scientific field (Biology, Chemistry, Food Science or similar) with at least...",Nothing_found,"MedMen Culver City, CA",,
"Executive Director, Quality Analytics",CalOptima,"Orange, CA","Bachelor’s degree in Business Administration, Public Health, Health Science, or related field is required. The position is responsible for the oversight of key...",Nothing_found,"CalOptima Orange, CA",,
"Director, Automotive Consulting",J.D. Power and Associates,"Costa Mesa, CA",Present data and findings). Outstanding analytical/problem solving and data analysis skills (ability to see the story through the data)....,Nothing_found,"J.D. Power and Associates Costa Mesa, CA",,
"Global Director, IT Enterprise Analytics, BI & Reporting",Edwards Lifesciences,"Irvine, CA 92614","Track record leading and delivering successful roll-outs big data analytics initiatives. Bachelor’s degree in Computer Sciences, Information Technology or...",Nothing_found,"Edwards Lifesciences Irvine, CA 92614",,
Senior Healthcare Economics Consultant (Remote permanent position),Landmark Health,"Huntington Beach, CA",Develop tools for monitoring data quality and work with data warehouse team to assist in development of corrective action plans....,Nothing_found,"Landmark Health Huntington Beach, CA",,
"Director, Marketing",Western Digital,"Irvine, CA 92612","We deliver the possibilities of data. BS or MS in Computer Science or related field, or equivalent relevant experience....",Nothing_found,"Western Digital Irvine, CA 92612",,
Environmental Manager,"Zekelman Industries, Inc","Long Beach, CA 90801","Ability to perform environmental calculations, analyze data, present data, document and present conclusions....",Nothing_found,"Zekelman Industries, Inc Long Beach, CA 90801",,
Software Release Program Director,Conduent,"Irvine, CA",SQL skills and ability to understand data schemas. Conduent is the world's largest provider of diversified business process services with leading capabilities...,Nothing_found,"Conduent Irvine, CA",,
Analytic Consultant 5 - Data Scientist,Wells Fargo,"Irvine, CA","Or a Masters degree or higher in a quantitative field such as applied math, statistics, engineering, physics, accounting, finance, economics, econometrics,...",Nothing_found,"Wells Fargo Irvine, CA",,
Director of Marketing Service Operations,Western Digital,"Irvine, CA 92612","We deliver the possibilities of data. Western Digital Corporation is the world’s largest data storage company with a leading portfolio of HGST, SanDisk, G...",Nothing_found,"Western Digital Irvine, CA 92612",,
Director of Global Infrastructure,Universal Electronics Inc.,"Santa Ana, CA 92707","Network, information security, operations, server and storage management, data centers, VOIP/Telephony, collaboration platforms, Disaster Recovery and backup...",Nothing_found,"Universal Electronics Inc. Santa Ana, CA 92707",,
"Sr. Director, Clinical Affairs & Biometrics - Heart Valve Therapy",Edwards Lifesciences,"Irvine, CA 92614","Coordinates activities with European statistical and clinical data management groups. Oversees the clinical departments in the budgeting, designing, planning,...",Nothing_found,"Edwards Lifesciences Irvine, CA 92614",,
Program Coordinator,Concordia University - Irvine Ca,"Irvine, CA",Monitor progress and collect academic data for all at-risk students and programs through graduation. Recommended by the Director of Academic Advising and Dean...,Nothing_found,"Concordia University - Irvine Ca Irvine, CA",,
IT Business Solutions Director,"King's Hawaiian Bakery West, Inc.","Torrance, CA","BS Engineering, Computer Science or MBA degree preferred. Analysis of data and information for the VP of IT as needed, soliciting feedback / approval....",Nothing_found,"King's Hawaiian Bakery West, Inc. Torrance, CA",,
"Regional Executive Director, Laboratory Services",St. Joseph Health,"Irvine, CA","An undergraduate degree required (Laboratory Science or related science preferred) and relevant advanced degree such as MBA, MPH, MHA, etc. highly desired....",Nothing_found,"St. Joseph Health Irvine, CA",,
Global Manager Application Support,KARL STORZ,"El Segundo, CA",Bachelor’s degree preferably in computer science or comparable degree. Work with external vendors and internal business units to select software products that...,Nothing_found,"KARL STORZ El Segundo, CA",,
Regional QA Manager,STARS Behavioral Health Group,"Long Beach, CA 90810","Implementation of the TQM systems including key indicators, probes, and other data collection; Master’s Degree in behavioral science, or Nursing plus 4 years’...",Nothing_found,"STARS Behavioral Health Group Long Beach, CA 90810",,
"ASSISTANT DIRECTOR, BUREAU OPERATIONS, SHERIFF/CHIEF DATA OFFICER",Los Angeles County Department of Human Resources,"Los Angeles, CA","From an accredited college or university with a specialization in Business Administration, Computer Science, Data Science, Information Science or a related...",Nothing_found,"Los Angeles County Department of Human Resources Los Angeles, CA",,
Associate Director Franchise HEMA,Johnson & Johnson Family of Companies,"Irvine, CA","World Data sources; Recognized worldwide leader in the science behind the diagnosis and treatment. Biosense Webster, Inc....",Nothing_found,"Johnson & Johnson Family of Companies Irvine, CA",,
Microbiologist,PharmLabs - Long Beach,"Long Beach, CA","Bachelors of Science degree in a microbiology, food safety, biochemistry, environmental sciences, or related field;...",Nothing_found,"PharmLabs - Long Beach Long Beach, CA",,
Analytical Chemist,PharmLabs - Long Beach,"Long Beach, CA","Bachelors of Science degree in a chemistry, physics, microbiology, food safety, environmental sciences, or related field;...",Nothing_found,"PharmLabs - Long Beach Long Beach, CA",,
Operations Administrator - Brain Institute,Chapman University,"Orange, CA 92866","Ability to work independently, prioritize, provide information and data, and meet deadlines. This position is located at the Harry and Diane Rinker Health...",Nothing_found,"Chapman University Orange, CA 92866",,
Director - Space ISR,Raytheon,"El Segundo, CA","Bachelor’s degree in Engineering, Mathematics, Science or related technical discipline. Represents the company to the customer, provides program status to...",Nothing_found,"Raytheon El Segundo, CA",,
PR Director,TechStyle Fashion Group,"El Segundo, CA","A data-driven approach to measuring success, and high facility with data and analytics. TechStyle Fashion Group is currently looking for a PR Director ....",Nothing_found,"TechStyle Fashion Group El Segundo, CA",,
"Dean, Office of Institutional Effectiveness",Southern California University of Health Sciences,"Whittier, CA","Collects and researches data; Leads university-wide data analysis efforts. Oversees the Office of Institutional Effectiveness (OIE), and engage in a broad range...",Nothing_found,"Southern California University of Health Sciences Whittier, CA",,
Program Coordinator for Brighter Futures for Children of Prisoners Program,America On Track,"Santa Ana, CA",Maintain statistical and individual records of program participants and community activities through data systems and written documentation....,Nothing_found,"America On Track Santa Ana, CA",,
VISTA Program Coordinator,Vanguard University,"Costa Mesa, CA 92626","Ability to work with faculty and staff preserve privacy of confidential information, including conversations, records, and financial data....",Nothing_found,"Vanguard University Costa Mesa, CA 92626",,
Supervisor IT Support,Kaiser Permanente,"Downey, CA","Bachelor's degree in Computer Science, Engineering, Social Science, Education, Business, Health Care or related field and Minimum ten (10) years IT experience...",Nothing_found,"Kaiser Permanente Downey, CA",,
Head of Data Enginering,CyberCoders,"Los Angeles, CA 90001","Directly lead a team of database engineers, data modelers and data architects. Exposure to non-SQL and/or big data solutions....","$175,000 - $250,000 a year","CyberCoders Los Angeles, CA 90001",,
Director of Healthcare Economics & Analytics,Landmark Health,"Huntington Beach, CA 92615",Minimum of 5 years of experience using advanced statistical or actuarial methods to evaluate healthcare claims data....,Nothing_found,"Landmark Health Huntington Beach, CA 92615",,
"Assistant Vice President, Web and Digital Media",Chapman University,"Orange, CA 92866","The person in this position also requires competence in data analysis tools such as Google Analytics, as the Assistant VP will be responsible for measuring and...",Nothing_found,"Chapman University Orange, CA 92866",,
"Vice President of Research, Development, & Innovation",Markwins Beauty Brands,"Industry, CA 91789","Evaluate technical data and projects for merit and feasibility. Min Bachelor’s degree in Chemistry, Physical Chemistry, Chemical Engineering or related sciences...",Nothing_found,"Markwins Beauty Brands Industry, CA 91789",,
Executive Associate Dean,Western University of Health Sciences,"Pomona, CA","Western University of Health Sciences. Assisting in development, assessment, and oversight of college and department metrics and data;...",Nothing_found,"Western University of Health Sciences Pomona, CA",,
eCommerce Marketing Director,JENNIE TRADING GROUP,"Walnut, CA 91789","Data analyzations, listing optimizations, content creation. Digital Marketing Major with computer science background preferred....",Nothing_found,"JENNIE TRADING GROUP Walnut, CA 91789",,
"Manufacturing Support Lead (Associate Director, Manufacturing)",Katalyst Healthcares & Life Sciences,"Los Angeles, CA 90001",Perform analytical review of data to recommend corrective actions for manufacturing. Roles and Responsibilities:....,Nothing_found,"Katalyst Healthcares & Life Sciences Los Angeles, CA 90001",,
Application Developer,SEIU United Health Care Workers,"Los Angeles, CA 90022","Do advanced data processing, including matching of records against “dirty data” (record linkage), complex transformations, and bulk manipulation and loading of...",Nothing_found,"SEIU United Health Care Workers Los Angeles, CA 90022",,
"Director, Operations - Web",Global Brands Group,"Vernon, CA","Computer science degree or background strongly preferred. Strong analytical and quantitative skills, with ability to use data and analytics to understand and...",Nothing_found,"Global Brands Group Vernon, CA",,
High School History Teacher,Collegiate Charter High School of Los Angeles,"Los Angeles, CA 90063",Valid single-subject California teaching credential in history/social sciences preferred or willingness to immediately and aggressively obtain one*....,Nothing_found,"Collegiate Charter High School of Los Angeles Los Angeles, CA 90063",,
Associate Director for Student Government,"Associated Students, Inc. Cal Poly Pomona","Pomona, CA","Ability to independently gather and analyze data, reason logically, and draw valid conclusions; Based on the duties and responsibilities of this position, this...",Nothing_found,"Associated Students, Inc. Cal Poly Pomona Pomona, CA",,
Research Assistant,Western University of Health Sciences,"Pomona, CA","Biology, veterinary sciences); Generate, record and report raw data. These responsibilities may include but are not limited to sample preparation, dose...",Nothing_found,"Western University of Health Sciences Pomona, CA",,
Director of Data & Analytics,Joybird,"Commerce, CA","Develop and own analytics algorithms and models. 4+ years of success leading a Data Analytics team for a high growth, preferably B2C, company....",Nothing_found,"Joybird Commerce, CA",,
Director of Analytics,AMERICAN ADVISORS GROUP,"Orange, CA","Director of Business Analytics*. Continuously innovate on internal processes and tools, advance analytics methodologies, and be a creative force in the...",Nothing_found,"AMERICAN ADVISORS GROUP Orange, CA",,
Director of Analytics,Analytic Recruiting,"Los Angeles, CA",Director of Analytics needed by large advertising agency to manage all analytics for major client in the healthcare space....,Nothing_found,"Analytic Recruiting Los Angeles, CA",,
"Director, People Analytics",Hulu,"Santa Monica, CA",Consult with key stakeholders to help them use people analytics most effectively. Ability to lead and set the Talent Analytics roadmap to drive business goals....,Nothing_found,"Hulu Santa Monica, CA",,
"Director, Enterprise Data and Analytics Solutions",L.A. Care Health Plan,"Los Angeles, CA 90017","Care's enterprise data strategy and analytics solutions. In collaboration with the Managing Director of Enterprise Data Strategy and Analytics (EDSA), defines...",Nothing_found,"L.A. Care Health Plan Los Angeles, CA 90017",,
"Smashbox- Executive Director, Strategy, Insights & Analytics",Estee Lauder,"Culver City, CA 90232","Serve as the Brand lead for all proprietary research and measurement for the brand and partner with corporate strategy, insights and analytics teams....",Nothing_found,"Estee Lauder Culver City, CA 90232",,
Director Analytics,Campbell-Ewald,"Los Angeles, CA 90064",Capability to manage near-term analytics needs while also thinking about longer-term data and analytics objectives....,Nothing_found,"Campbell-Ewald Los Angeles, CA 90064",,
Director of Analytics,MeUndies,"Culver City, CA","As our Director of Analytics, you will have a passion for analytics, and the ability to own and conduct complete business analyses;...",Nothing_found,"MeUndies Culver City, CA",,
"Director, Consumer Insights & Marketing Analytics",Warner Bros. Entertainment Group,"Burbank, CA","Experience with Tableau, Google Analytics, and social listening tools (e.g., Spredfast, Tubular). 8 - 10 years of experience in marketing analytics, data...",Nothing_found,"Warner Bros. Entertainment Group Burbank, CA",,
"Director, Data Science","TrueCar, Inc.","Santa Monica, CA","Manage multiple analytics projects to deliver end-to-end solutions:. The Director, Data Science, will work in a fast-paced environment, with diverse data sets...",Nothing_found,"TrueCar, Inc. Santa Monica, CA",,
Vice President of Data Science,Futuredontics,"Los Angeles, CA 90045","Who We Are: In your hierarchy of needs where do innovation, collaboration and changing the world for the better rank? Here at Futuredontics, we are intent on...",Nothing_found,"Futuredontics Los Angeles, CA 90045",,
"Director, Business Analytics & Research",NBCUniversal,"Universal City, CA","Reporting to the Vice President, Creative Content Protection, the Director, Business Analytics & Research is tasked with leading research, data, analytics, and...",Nothing_found,"NBCUniversal Universal City, CA",,
"Director, Digital Archive Analytics",Paramount Pictures,"Hollywood, CA","7+ years experience w/ data analytics in relation to digital and physical archives. Bachelors Degree in math, statistics, computer science, engineering, library...",Nothing_found,"Paramount Pictures Hollywood, CA",,
Associate Clinical Director - ABA only,"Behavior Functions, Inc.","Costa Mesa, CA",Job Summary:  The Associate Clinical Director will guide and supervise the provision of evidence-based mental health services and programs for children...,"$80,000 - $100,000 a year","Behavior Functions, Inc. Costa Mesa, CA",,
Director of Quality & Analytics,MedMen,"Culver City, CA","Proactively monitor industry trends to develop programs, policy, and procedure for compliance with product safety, quality, and analytics....",Nothing_found,"MedMen Culver City, CA",,
Director of Clinical Informatics and Analytics,CEDARS-SINAI,"Los Angeles, CA", Experience with multiple informatics and/or analytics projects. This includes translation of existing complex workflows from a variety of patient care...,Nothing_found,"CEDARS-SINAI Los Angeles, CA",,
Director of Network Programming Costs,The Walt Disney Company (Corporate),"Burbank, CA","The key objectives that this job needs to deliver include compliance with accounting standards for program expense recognition, timely payment of our...",Nothing_found,"The Walt Disney Company (Corporate) Burbank, CA",,
"VP, E-Commerce",Beautycounter,"Santa Monica, CA 90404","End-to-end eCommerce knowledge coupled with a passion to drive top-line growth using web marketing, analytics and multi-channel leverage....",Nothing_found,"Beautycounter Santa Monica, CA 90404",,
"Director, Quantitative Insights & Strategy",Kelton Global LLC,"Los Angeles, CA",WHO WE ARE: Kelton is a strategy consultancy that creates consumer-oriented business solutions based on core human truths. We create brand relevance and...,Nothing_found,"Kelton Global LLC Los Angeles, CA",,
"Director, Strategic Analysis - Customer Growth",Dollar Shave Club,"Marina del Rey, CA 90292",Leverage DSC web analytics tools (ie. 9+ years relevant experience in business strategy / analytics. Advance user knowledge of web analytics tool Adobe or...,Nothing_found,"Dollar Shave Club Marina del Rey, CA 90292",,
SEO Director - LIVESTRONG.COM,Leaf Group,"Santa Monica, CA","Google/Bing Webmaster Tools, Google Analytics. High proficiency in SEO analytics, testing, and optimization including:....",Nothing_found,"Leaf Group Santa Monica, CA",,
Director of Marketplace Operations,Laurel & Wolf,"West Hollywood, CA 90069","Analytics and insights - your teams produce a lot of data and metrics, and your ability to crunch the numbers and pull out the right insights will point the...",Nothing_found,"Laurel & Wolf West Hollywood, CA 90069",,
Head of Customer Success (Director or VP level),RingDNA,"Los Angeles, CA",Wield an impressive array of analytics tools to help the management team understand customer trends and behaviors that will help drive the business....,Nothing_found,"RingDNA Los Angeles, CA",,
Director of Brand Marketing,MeUndies,"Los Angeles, CA","Partner with our Growth Marketing and Analytics teams to set and continually evaluate KPIs for our marketing initiatives; MeUndies sells underwear, sure....",Nothing_found,"MeUndies Los Angeles, CA",,
Social Activation Director,Essence,"Los Angeles, CA 90015","Experience with data integration projects - e.g. APIs, DMPs, Analytics, etc. Essence, part of GroupM, is a data-driven global agency that blends data science,...",Nothing_found,"Essence Los Angeles, CA 90015",,
Strategic Planning Director,BuzzFeed,"Los Angeles, CA 90036","Comfortable using data sources as diverse as revenue reports, Google Analytics, Facebook’s audience tools. BuzzFeed is seeking a Strategic Planning Director who...",Nothing_found,"BuzzFeed Los Angeles, CA 90036",,
Product Management Director,Twentieth Century Fox,"Los Angeles, CA",Experience working with analytics such as Adobe Analytics and Segment. The Product Director will work with the existing team and third-party vendors to stand up...,Nothing_found,"Twentieth Century Fox Los Angeles, CA",,
"Director of Business Operations, GumGum Sports",GumGum,"Santa Monica, CA","Experience with sports commercial rights & sales, commercial analytics, and measurement & insights companies is a plus but not required....",Nothing_found,"GumGum Santa Monica, CA",,
Engagement Director,Ellevation Education,"Los Angeles, CA 90017","The Engagement Director will play a key role in onboarding, training, and providing ongoing support to ensure that educators can maximize the use of...",Nothing_found,"Ellevation Education Los Angeles, CA 90017",,
"Director, Ecommerce",myDevices,"Burbank, CA",Experience using business analytics and web analytics to drive data-based decisions; Evaluate and act on analytics to understand user behavior across all...,Nothing_found,"myDevices Burbank, CA",,
"State Director, California",Drug Policy Alliance,"Los Angeles, CA 90026","Title : State Director, California Type : Full-Time Supervisor : Senior Director, Resident States Location: Los Angeles, CA or Oakland, CA Last Day to...",Nothing_found,"Drug Policy Alliance Los Angeles, CA 90026",,
Director of Servicing Operations (Head of Office),Fair,"Santa Monica, CA","You will further develop strategic process improvements, assist in the oversight of reporting and analytics, and be a steward of the Fair culture....",Nothing_found,"Fair Santa Monica, CA",,
"Senior Director, Data Science",Beachbody,"Santa Monica, CA 90404","Beachbody, the leader of in-home fitness programs and nutritional products, is on the lookout for top-notch talent. We’re an equal-opportunity employer who...",Nothing_found,"Beachbody Santa Monica, CA 90404",,
"Sr. Manager, Operations Strategy",Warner Bros. Entertainment Group,"Burbank, CA",Demonstrated understanding and use of advanced data visualization and analytics tools such as Tableau is a strong plus. What part will you play?...,Nothing_found,"Warner Bros. Entertainment Group Burbank, CA",,
Director of eCommerce,The Giving Keys,"Los Angeles, CA 90013",Analytical with experience utilizing web analytics tools. The Giving Keys is a Pay It Forward company changing lives with inspirational jewelry through their...,Nothing_found,"The Giving Keys Los Angeles, CA 90013",,
"VP, Organization & Talent Effectiveness",Disney Consumer Products and Interactive Media,"Glendale, CA","Talent Management, Learning & Development, Organization Development, Workforce Analytics and HRIS) and consults with business and HR leaders to assess, design,...",Nothing_found,"Disney Consumer Products and Interactive Media Glendale, CA",,
